TEMPERATURE,TURBIDITY,DISOLVED OXYGEN,pH,AMMONIA,NITRATE,Population,Length,Weight
25.1875,51,20.496,5.64641,0,1211,50,39.95929,576.4286
25.25,51,21.121,5.64641,0,1213,50,39.95929,576.4286
25.1875,51,21.345,5.86431,0,1242,50,39.95929,576.4286
25.1875,51,21.089,5.62372,0,1202,50,39.95929,576.4286
25.1875,51,20.737,5.63734,0,1191,50,39.95929,576.4286
25.1875,51,16.604,5.68273,0,1178,50,39.95929,576.4286
25.25,51,19.663,5.66457,0,1134,50,39.95929,576.4286
25.25,51,19.896,5.66003,0,1126,50,39.95929,576.4286
25.25,51,22.01,5.61464,0,1135,50,39.95929,576.4286
25.25,51,18.999,5.64641,0,1141,50,39.95929,576.4286
25.1875,51,23.62,5.85069,0,1172,50,39.95929,576.4286
25.25,51,22.186,5.70997,0,1105,50,39.95929,576.4286
25.1875,51,20.953,5.79168,0,1170,50,39.95929,576.4286
25.1875,51,20.833,5.64641,0,1139,50,39.95929,576.4286
25.25,51,20.56,5.64641,0,1136,50,39.95929,576.4286
25.25,51,18.926,5.64641,0,1184,50,39.95929,576.4286
25.25,51,17.989,5.61918,0,1152,50,39.95929,576.4286
25.25,51,19.976,5.61464,0,1147,50,39.95929,576.4286
25.1875,51,22.018,5.6328,0,1153,50,39.95929,576.4286
25.25,51,20.336,5.6328,0,1167,50,39.95929,576.4286
25.25,51,21.586,5.62826,0,1219,50,39.95929,576.4286
25.25,51,18.478,5.63734,0,1184,50,39.95929,576.4286
25.25,51,19.968,5.64641,0,1175,50,39.95929,576.4286
25.25,51,23.444,5.57378,0,1295,50,39.95929,576.4286
25.25,51,22.266,5.60102,0,1261,50,39.95929,576.4286
25.25,51,20.641,5.58286,0,1216,50,39.95929,576.4286
25.25,51,21.97,5.57832,0,1257,50,39.95929,576.4286
25.25,51,18.302,5.5874,0,1235,50,39.95929,576.4286
25.25,51,23.252,5.61464,0,1215,50,39.95929,576.4286
25.25,51,20.36,5.61464,0,1200,50,39.95929,576.4286
25.25,51,19.527,5.59648,0,1187,50,39.95929,576.4286
25.25,51,19.519,5.61918,0,1178,50,39.95929,576.4286
25.25,51,21.538,5.59648,0,1167,50,39.95929,576.4286
25.25,51,21.177,5.60102,0,1141,50,39.95929,576.4286
25.25,51,20.16,5.59194,0,1170,50,39.95929,576.4286
25.25,51,20.2,5.60102,0,1150,50,39.95929,576.4286
25.25,51,20.072,5.60102,0,1150,50,39.95929,576.4286
25.25,51,20.985,5.5874,0,1155,50,39.95929,576.4286
25.25,51,18.438,5.59648,0,1182,50,39.95929,576.4286
25.25,51,12.751,5.62372,0,1147,50,39.95929,576.4286
25.3125,51,21.025,5.59648,0,1155,50,39.95929,576.4286
25.3125,51,21.834,5.58286,0,1182,50,39.95929,576.4286
25.25,51,18.598,5.59194,0,1218,50,39.95929,576.4286
25.25,51,18.59,5.5874,0,1230,50,39.95929,576.4286
25.3125,51,19.399,5.61464,0,1219,50,39.95929,576.4286
25.3125,51,23.372,5.60102,0,1212,50,39.95929,576.4286
25.3125,51,21.698,5.59648,0,1243,50,39.95929,576.4286
25.3125,51,19.992,5.5874,0,1230,50,39.95929,576.4286
25.3125,51,20.769,5.56924,0,1275,50,39.95929,576.4286
25.3125,51,20.08,5.57378,0,1265,50,39.95929,576.4286
25.3125,51,20.673,5.56924,0,1280,50,39.95929,576.4286
25.3125,51,20.52,5.52385,0,1263,50,39.95929,576.4286
25.3125,51,22.026,5.56016,0,1232,50,39.95929,576.4286
25.25,51,19.215,5.56016,0,1261,50,39.95929,576.4286
25.3125,51,20.008,5.55109,0,1255,50,39.95929,576.4286
25.3125,51,21.962,5.56016,0,1293,50,39.95929,576.4286
25.3125,51,20.913,5.56016,0,1319,50,39.95929,576.4286
25.3125,51,20.833,5.52385,0,1280,50,39.95929,576.4286
25.3125,51,19.415,5.54201,0,1257,50,39.95929,576.4286
25.3125,51,21.241,5.52839,0,1249,50,39.95929,576.4286
25.3125,51,17.204,5.54201,0,1231,50,39.95929,576.4286
25.3125,51,20.48,5.53293,0,1216,50,39.95929,576.4286
25.3125,51,20.961,5.54655,0,1216,50,39.95929,576.4286
25.3125,51,20.496,5.58286,0,1153,50,39.95929,576.4286
25.3125,51,19.383,5.50115,0,1158,50,39.95929,576.4286
25.3125,51,20.32,5.51477,0,1151,50,39.95929,576.4286
25.3125,51,17.669,5.50569,0,1155,50,39.95929,576.4286
25.3125,51,19.367,5.53293,0,1147,50,39.95929,576.4286
25.3125,51,19.655,5.51023,0,1138,50,39.95929,576.4286
25.3125,51,20.432,5.52839,0,1154,50,39.95929,576.4286
25.3125,51,16.628,5.51477,0,1139,50,39.95929,576.4286
25.3125,51,18.037,5.53293,0,1155,50,39.95929,576.4286
25.3125,51,18.214,5.51023,0,1139,50,39.95929,576.4286
25.3125,51,21.618,5.51931,0,1136,50,39.95929,576.4286
25.3125,51,16.516,5.50569,0,1137,50,39.95929,576.4286
25.3125,51,20.056,5.52839,0,1163,50,39.95929,576.4286
25.3125,51,20.4,5.50115,0,1138,50,39.95929,576.4286
25.3125,51,20.168,5.73266,0,1161,50,39.95929,576.4286
25.3125,51,19.415,5.52839,0,1158,50,39.95929,576.4286
25.3125,51,18.999,5.52839,0,1137,50,39.95929,576.4286
25.3125,51,17.405,5.51023,0,1143,50,39.95929,576.4286
25.3125,51,19.455,5.53293,0,1157,50,39.95929,576.4286
25.3125,51,15.45,5.51931,0,1152,50,39.95929,576.4286
25.3125,51,22.371,5.55109,0,1168,50,39.95929,576.4286
25.3125,51,19.239,5.54201,0,1165,50,39.95929,576.4286
25.375,51,19.575,5.52839,0,1136,50,39.95929,576.4286
25.3125,51,22.339,5.54201,0,1135,50,39.95929,576.4286
25.3125,51,17.629,5.52839,0,1134,50,39.95929,576.4286
25.3125,51,19.431,5.52385,0,1130,50,39.95929,576.4286
25.3125,51,19.391,5.52385,0,1128,50,39.95929,576.4286
25.3125,51,20.368,5.50115,0,1187,50,39.95929,576.4286
25.3125,51,19.559,5.51477,0,1153,50,39.95929,576.4286
25.3125,51,21.994,5.51023,0,1152,50,39.95929,576.4286
25.3125,51,20.809,5.61918,0,1196,50,39.95929,576.4286
25.3125,51,20.809,5.35135,0,1190,50,39.95929,576.4286
25.3125,51,20.184,5.32865,0,1182,50,39.95929,576.4286
25.3125,51,18.566,5.36497,0,1178,50,39.95929,576.4286
25.3125,51,20.993,5.34681,0,1184,50,39.95929,576.4286
25.375,51,20.552,5.33319,0,1205,50,39.95929,576.4286
25.3125,51,20.809,5.36951,0,1211,50,39.95929,576.4286
25.3125,51,21.025,5.40128,0,1206,50,39.95929,576.4286
25.3125,51,20.657,5.35589,0,1194,50,39.95929,576.4286
25.3125,51,21.033,5.37859,0,1187,50,39.95929,576.4286
25.3125,51,16.772,5.4376,0,1155,50,39.95929,576.4286
25.375,51,18.926,5.43306,0,1208,50,39.95929,576.4286
25.3125,51,20.08,5.47391,0,1227,50,39.95929,576.4286
25.3125,51,21.313,5.48753,0,1213,50,39.95929,576.4286
25.375,51,19.079,5.48299,0,1214,50,39.95929,576.4286
25.375,51,18.958,5.48753,0,1228,50,39.95929,576.4286
25.375,51,19.367,5.50115,0,1168,50,39.95929,576.4286
25.375,51,20.28,5.48753,0,1194,50,39.95929,576.4286
25.3125,51,20.288,5.50115,0,1174,50,39.95929,576.4286
25.375,51,16.964,5.50115,0,1134,50,39.95929,576.4286
25.375,51,15.931,5.52839,0,1130,50,39.95929,576.4286
25.375,51,14.345,5.53293,0,1121,50,39.95929,576.4286
25.3125,51,20.809,5.55562,0,1126,50,39.95929,576.4286
25.375,51,16.916,5.53293,0,1134,50,39.95929,576.4286
25.3125,51,21.842,5.57378,0,1134,50,39.95929,576.4286
25.375,51,21.089,5.5647,0,1142,50,39.95929,576.4286
25.375,51,19.031,5.5647,0,1136,50,39.95929,576.4286
25.375,51,18.133,5.57832,0,1136,50,39.95929,576.4286
25.375,51,17.14,5.57832,0,1154,50,39.95929,576.4286
25.375,51,21.137,5.5874,0,1107,50,39.95929,576.4286
25.375,51,20.681,5.60556,0,1115,50,39.95929,576.4286
25.375,51,19.311,5.57832,0,1119,50,39.95929,576.4286
25.375,51,17.276,5.58286,0,1106,50,39.95929,576.4286
25.375,51,16.884,5.56924,0,1149,50,39.95929,576.4286
25.375,51,20.016,5.58286,0,1155,50,39.95929,576.4286
25.375,51,20.072,5.57378,0,1117,50,39.95929,576.4286
25.375,51,20.192,5.80076,0,1150,50,39.95929,576.4286
25.375,51,20.633,5.59648,0,1139,50,39.95929,576.4286
25.375,51,19.439,5.57832,0,1149,50,39.95929,576.4286
25.375,51,20.552,5.58286,0,1139,50,39.95929,576.4286
25.375,51,19.968,5.5874,0,1119,50,39.95929,576.4286
25.375,51,19.856,5.59194,0,1163,50,39.95929,576.4286
25.375,51,20.344,5.57378,0,1129,50,39.95929,576.4286
25.375,51,19.583,5.60556,0,1122,50,39.95929,576.4286
25.375,51,19.703,5.58286,0,1117,50,39.95929,576.4286
25.375,51,18.101,5.49207,0,1879,50,39.95929,576.4286
25.375,51,22.17,5.57378,38891884,1413,50,39.95929,576.4286
25.375,51,24.149,5.58286,0,1298,50,39.95929,576.4286
25.375,51,21.818,5.59648,0,1247,50,39.95929,576.4286
25.375,51,21.938,5.57378,0,1213,50,39.95929,576.4286
25.375,51,21.121,5.58286,0,1193,50,39.95929,576.4286
25.375,51,18.958,5.60556,0,1205,50,39.95929,576.4286
25.375,51,21.61,5.57832,0,1168,50,39.95929,576.4286
25.375,51,19.559,5.57378,0,1179,50,39.95929,576.4286
25.375,51,22.315,5.79622,0,1227,50,39.95929,576.4286
25.375,51,18.694,5.57378,0,1187,50,39.95929,576.4286
25.375,51,18.95,5.57832,0,1178,50,39.95929,576.4286
25.375,51,21.994,5.57832,0,1168,50,39.95929,576.4286
25.375,51,19.639,5.57378,0,1177,50,39.95929,576.4286
25.375,51,18.614,5.73266,0,2366,50,39.95929,576.4286
25.4375,51,20.657,5.57832,18313.64258,2434,50,39.95929,576.4286
25.4375,51,19.079,5.63734,2181.83667,1675,50,39.95929,576.4286
25.4375,51,19.383,5.62372,0,1356,50,39.95929,576.4286
25.4375,51,21.562,5.60556,0,1271,50,39.95929,576.4286
25.4375,51,17.725,5.58286,0,1232,50,39.95929,576.4286
25.4375,51,20.697,5.5874,0,1200,50,39.95929,576.4286
25.4375,51,20.913,5.56924,0,1193,50,39.95929,576.4286
25.4375,51,19.079,5.59194,0,1241,50,39.95929,576.4286
25.4375,51,19.559,5.57832,0,1200,50,39.95929,576.4286
25.4375,51,17.461,5.57378,0,1194,50,39.95929,576.4286
25.4375,51,20.745,5.57832,0,1189,50,39.95929,576.4286
25.4375,51,21.69,5.57378,0,1170,50,39.95929,576.4286
25.4375,51,19.968,5.58286,0,1167,50,39.95929,576.4286
25.4375,51,20.016,5.58286,0,1209,50,39.95929,576.4286
25.4375,51,20.336,5.5874,0,1187,50,39.95929,576.4286
25.4375,51,19.583,5.60556,0,1197,50,39.95929,576.4286
25.375,51,14.753,5.61918,0,1145,50,39.95929,576.4286
25.4375,51,20.641,5.62372,0,1140,50,39.95929,576.4286
25.4375,51,18.862,5.61918,0,1136,50,39.95929,576.4286
25.4375,51,21.345,5.59648,0,1136,50,39.95929,576.4286
25.4375,51,19.984,5.63734,0,1154,50,39.95929,576.4286
25.4375,51,18.045,5.64187,227637536,1179,50,39.95929,576.4286
25.4375,51,17.1,5.62372,0,1167,50,39.95929,576.4286
25.5,51,17.861,5.62372,0,1200,50,39.95929,576.4286
25.5,51,21.738,5.62826,0,1155,50,39.95929,576.4286
25.5,51,18.422,5.61464,0,1168,50,39.95929,576.4286
25.4375,51,15.17,5.61918,0,1136,50,39.95929,576.4286
25.5,51,16.139,5.64641,0,1124,50,39.95929,576.4286
25.5,51,17.308,5.62372,0,1145,50,39.95929,576.4286
25.5,51,18.686,5.64187,0,1142,50,39.95929,576.4286
25.5,51,15.386,5.6328,0,1115,50,39.95929,576.4286
25.5,51,15.899,5.61918,0,1110,50,39.95929,576.4286
25.5,51,18.638,5.64187,0,1107,50,39.95929,576.4286
25.5,51,20.336,5.64641,0,1104,50,39.95929,576.4286
25.5,51,20.4,5.62372,0,1102,50,39.95929,576.4286
25.5,51,18.614,5.64641,0,1104,50,39.95929,576.4286
25.5,51,21.906,5.64641,0,1118,50,39.95929,576.4286
25.5,51,20.224,5.6328,81751224,1165,50,39.95929,576.4286
25.5,51,19.391,5.62826,0,1200,50,39.95929,576.4286
25.5,51,20.865,5.63734,3262502.25,1173,50,39.95929,576.4286
25.5,51,18.133,5.6328,685436480,1166,50,39.95929,576.4286
25.5,51,17.941,5.63734,0,1155,50,39.95929,576.4286
25.5,51,18.662,5.62826,0,1140,50,39.95929,576.4286
25.5,51,17.357,5.6328,5164339,1184,50,39.95929,576.4286
25.5,51,16.179,5.62372,0,1137,50,39.95929,576.4286
25.5,51,16.892,5.63734,0,1152,50,39.95929,576.4286
25.5625,51,17.421,5.64187,0,1168,50,39.95929,576.4286
25.5,51,14.785,5.62372,0,1117,50,39.95929,576.4286
25.5,51,17.156,5.6328,0,1162,50,39.95929,576.4286
25.5625,51,17.821,5.63734,0,1152,50,39.95929,576.4286
25.5,51,16.299,5.64641,20837694,1139,50,39.95929,576.4286
25.5,51,18.63,5.62372,0,1168,50,39.95929,576.4286
25.5,51,17.941,5.64641,0,1123,50,39.95929,576.4286
25.5,51,18.966,5.6328,0,1123,50,39.95929,576.4286
25.5625,51,17.365,5.63734,662962.375,1182,50,39.95929,576.4286
25.5625,51,19.415,5.66003,99679.89844,1190,50,39.95929,576.4286
25.5625,51,16.243,5.64641,75390728,1154,50,39.95929,576.4286
25.5625,51,18.686,5.6328,0,1139,50,39.95929,576.4286
25.5625,51,37.277,5.67365,0,1123,50,39.95929,576.4286
25.5625,51,17.18,5.61464,0,1129,50,39.95929,576.4286
25.5625,51,15.146,5.8053,0,1191,50,39.95929,576.4286
25.5625,51,18.414,5.64187,0,1139,50,39.95929,576.4286
25.5625,51,18.35,5.64641,0,1168,50,39.95929,576.4286
25.5625,51,16.78,5.64641,0,1124,50,39.95929,576.4286
25.5625,51,21.522,5.61464,0,1130,50,39.95929,576.4286
25.5625,51,17.381,5.64641,0,1138,50,39.95929,576.4286
25.5625,51,26.88,5.61918,0,1103,50,39.95929,576.4286
25.5,51,19.095,5.64641,0,1120,50,39.95929,576.4286
25.5625,51,17.861,5.64641,0,1147,50,39.95929,576.4286
25.5625,51,16.908,5.64641,0,1105,50,39.95929,576.4286
25.5625,51,18.926,5.64187,0,1105,50,39.95929,576.4286
25.5625,51,19.96,5.63734,0,1106,50,39.95929,576.4286
25.5625,51,19.151,5.64641,0,1103,50,39.95929,576.4286
25.5625,51,19.383,5.6328,0,1141,50,39.95929,576.4286
25.5625,51,17.645,5.62372,0,1109,50,39.95929,576.4286
25.5625,51,18.91,5.64187,0,1125,50,39.95929,576.4286
25.625,51,18.83,5.64187,31603.59375,1168,50,39.95929,576.4286
25.625,51,17.373,5.64641,2467355,1147,50,39.95929,576.4286
25.625,51,18.117,5.64641,488153.8125,1154,50,39.95929,576.4286
25.625,51,20.144,5.87339,0,1189,50,39.95929,576.4286
25.625,51,18.47,5.6328,0,1178,50,39.95929,576.4286
25.625,51,21.041,5.84161,0,1168,50,39.95929,576.4286
25.625,51,20.4,5.63734,0,1118,50,39.95929,576.4286
25.5625,51,17.645,5.64187,0,1108,50,39.95929,576.4286
25.5625,51,16.556,5.64187,0,1175,50,39.95929,576.4286
25.5625,51,19.079,5.79168,0,1289,50,39.95929,576.4286
25.625,51,20.208,5.64641,13148.06836,1226,50,39.95929,576.4286
25.625,51,16.179,5.62372,199319.2656,1197,50,39.95929,576.4286
25.625,51,18.798,5.64641,264905.5625,1179,50,39.95929,576.4286
25.625,51,18.374,5.64187,0,1207,50,39.95929,576.4286
25.625,51,19.711,5.65095,24695.46484,1208,50,39.95929,576.4286
25.625,51,18.51,5.64187,0,1197,50,39.95929,576.4286
25.625,51,21.025,5.64641,1730061.875,1157,50,39.95929,576.4286
25.625,51,14.225,5.65095,3780353,1127,50,39.95929,576.4286
25.625,51,17.821,5.64187,8428955136,1125,50,39.95929,576.4286
25.625,51,17.933,5.64187,0,1128,50,39.95929,576.4286
25.5625,51,21.562,5.64641,96631320,1120,50,39.95929,576.4286
25.5625,51,17.333,5.64187,0,1104,50,39.95929,576.4286
25.625,51,19.92,5.64641,0,1101,50,39.95929,576.4286
25.625,51,16.884,5.65095,105346576,1091,50,39.95929,576.4286
25.625,51,15.546,5.65095,0,1089,50,39.95929,576.4286
25.625,51,16.652,5.64641,0,1088,50,39.95929,576.4286
25.625,51,19.984,5.66911,0,1089,50,39.95929,576.4286
25.625,51,17.509,5.65095,0,1089,50,39.95929,576.4286
25.625,51,19.527,5.63734,0,1109,50,39.95929,576.4286
25.625,51,18.302,5.64641,24872792,1109,50,39.95929,576.4286
25.625,51,18.918,5.64187,0,1104,50,39.95929,576.4286
25.625,51,17.004,5.65549,0,1117,50,39.95929,576.4286
25.625,51,16.091,5.64641,5605343.5,1130,50,39.95929,576.4286
25.625,51,19.119,5.65549,696372.5,1128,50,39.95929,576.4286
25.625,51,17.797,5.67819,1027248.375,1142,50,39.95929,576.4286
25.625,51,18.029,5.64641,227076.625,1143,50,39.95929,576.4286
25.6875,51,16.884,5.65549,1443222.125,1129,50,39.95929,576.4286
25.625,51,20.336,5.79168,0,1152,50,39.95929,576.4286
25.625,51,19.872,5.64641,0,1157,50,39.95929,576.4286
25.625,51,15.362,5.65549,28116554,1104,50,39.95929,576.4286
25.625,51,19.447,5.66457,0,1123,50,39.95929,576.4286
25.625,51,12.615,5.68727,6478630400,1086,50,39.95929,576.4286
25.625,51,14.457,5.67819,0,1079,50,39.95929,576.4286
25.625,51,18.926,5.65095,0,1088,50,39.95929,576.4286
25.625,51,15.867,5.65549,0,1075,50,39.95929,576.4286
25.625,51,16.331,5.64641,0,1072,50,39.95929,576.4286
25.625,51,20.809,5.65549,0,1136,50,39.95929,576.4286
25.625,51,19.783,5.64641,0,1102,50,39.95929,576.4286
25.5625,51,16.419,5.64641,0,1125,50,39.95929,576.4286
25.625,51,15.17,5.61918,0,1149,50,39.95929,576.4286
25.625,51,18.662,5.62826,0,1103,50,39.95929,576.4286
25.625,51,18.486,5.64641,0,1095,50,39.95929,576.4286
25.625,51,17.645,5.64641,0,1094,50,39.95929,576.4286
25.625,51,17.365,5.83253,0,1152,50,39.95929,576.4286
25.625,51,19.167,5.65549,0,1849,50,39.95929,576.4286
25.625,51,17.357,5.68273,832.55109,1406,50,39.95929,576.4286
25.625,51,16.395,5.66003,9643.97656,1280,50,39.95929,576.4286
25.625,51,14.273,5.67819,40497.41016,1210,50,39.95929,576.4286
25.625,51,19.407,5.67819,399895.25,1175,50,39.95929,576.4286
25.625,51,18.926,5.69181,227076.625,1149,50,39.95929,576.4286
25.6875,51,19.567,5.69181,499389.4375,1141,50,39.95929,576.4286
25.625,51,18.87,5.71451,231423.1406,1104,50,39.95929,576.4286
25.625,51,13.344,5.69181,210671.5313,1101,50,39.95929,576.4286
25.6875,51,15.402,5.69635,852895.875,1095,50,39.95929,576.4286
25.625,51,18.31,5.68727,88128.24219,1100,50,39.95929,576.4286
25.6875,51,16.964,5.70089,99679.89844,1104,50,39.95929,576.4286
25.625,51,15.65,5.66457,106153.3203,1109,50,39.95929,576.4286
25.6875,51,15.819,5.68727,254760.875,1102,50,39.95929,576.4286
25.625,51,19.079,5.68727,124745.7031,1100,50,39.95929,576.4286
25.6875,51,16.892,5.68727,264905.5625,1085,50,39.95929,576.4286
25.6875,51,14.385,5.70997,547683,1082,50,39.95929,576.4286
25.6875,51,16.419,5.69635,852895.875,1077,50,39.95929,576.4286
25.6875,51,14.962,5.69635,2931355.75,1072,50,39.95929,576.4286
25.625,51,15.626,5.70089,12162589,1072,50,39.95929,576.4286
25.6875,51,13.896,5.70089,922718,1056,50,39.95929,576.4286
25.6875,51,16.652,5.71905,522843.625,1054,50,39.95929,576.4286
25.6875,51,14.225,5.71905,477228.8438,1043,50,39.95929,576.4286
25.6875,51,19.079,5.71905,0,1106,50,39.95929,576.4286
25.6875,51,17.116,5.72812,6956.03516,1109,50,39.95929,576.4286
25.6875,51,18.518,5.71905,15472.58789,1104,50,39.95929,576.4286
25.6875,51,19.215,5.70089,0,1136,50,39.95929,576.4286
25.6875,51,17.853,5.72812,47314.63672,1108,50,39.95929,576.4286
25.6875,51,17.501,5.71451,10014.26074,1129,50,39.95929,576.4286
25.6875,51,16.668,5.73266,0,1152,50,39.95929,576.4286
25.6875,51,16.275,5.73266,12386.74316,1116,50,39.95929,576.4286
25.6875,51,14.481,5.9324,0,1128,50,39.95929,576.4286
25.75,51,17.02,5.71905,0,1127,50,39.95929,576.4286
25.6875,51,14.241,5.74174,0,1110,50,39.95929,576.4286
25.75,51,17.613,5.76444,0,1113,50,39.95929,576.4286
25.75,51,16.74,5.76898,16129.53027,1071,50,39.95929,576.4286
25.75,51,18.254,5.7599,0,1098,50,39.95929,576.4286
25.75,51,19.055,5.72812,13414.30566,1093,50,39.95929,576.4286
25.75,51,22.371,5.71905,0,1133,50,39.95929,576.4286
25.75,51,17.941,5.70543,78.27628,2063,50,39.95929,576.4286
25.6875,51,18.334,5.7599,0,1486,50,39.95929,576.4286
25.6875,51,18.101,5.73266,0,1762,50,39.95929,576.4286
25.75,51,19.872,5.72812,465.47592,1378,50,39.95929,576.4286
25.75,51,17.845,5.75082,1635.55859,1237,50,39.95929,576.4286
25.6875,51,17.949,5.76444,2913.42358,1173,50,39.95929,576.4286
25.8125,51,17.773,5.78714,2746.2937,1154,50,39.95929,576.4286
25.75,51,14.457,5.81437,2462.54419,1134,50,39.95929,576.4286
25.75,51,18.117,5.79622,2647.60913,1115,50,39.95929,576.4286
25.75,51,17.196,5.77806,3046.71606,1106,50,39.95929,576.4286
25.75,51,17.108,5.79168,2746.2937,1126,50,39.95929,576.4286
25.75,51,18.43,5.76444,2375.76123,1106,50,39.95929,576.4286
25.75,51,17.661,5.7826,3260.48657,1098,50,39.95929,576.4286
25.75,51,18.526,5.79168,2392.82666,1098,50,39.95929,576.4286
25.75,51,17.052,5.79168,2498.29687,1091,50,39.95929,576.4286
25.8125,51,18.726,5.79168,0,1125,50,39.95929,576.4286
25.8125,51,17.533,5.77806,3116.07617,1078,50,39.95929,576.4286
25.75,51,19.239,5.78714,4420.37305,1077,50,39.95929,576.4286
25.75,51,20.336,5.77806,3986.04907,1075,50,39.95929,576.4286
25.75,51,18.51,5.79168,4213.24463,1088,50,39.95929,576.4286
25.75,51,18.454,6.00049,0,1119,50,39.95929,576.4286
25.8125,51,16.427,5.78714,5610.73145,1088,50,39.95929,576.4286
25.8125,51,1.241,5.81437,1451.82947,1063,50,39.95929,576.4286
25.75,51,17.292,5.86431,632.72919,1051,50,39.95929,576.4286
25.8125,51,16.427,5.92332,149.91672,1089,50,39.95929,576.4286
25.8125,51,16.099,5.93694,63.09357,1085,50,39.95929,576.4286
25.8125,51,16.892,6.02319,29.28222,1053,50,39.95929,576.4286
25.75,51,15.466,6.00049,46.79328,1059,50,39.95929,576.4286
25.8125,51,15.538,6.03681,49.81033,1056,50,39.95929,576.4286
25.75,51,16.099,6.01865,52.37635,1043,50,39.95929,576.4286
25.75,51,14.737,6.05043,33.71209,1037,50,39.95929,576.4286
25.8125,51,16.003,6.03227,35.24907,1022,50,39.95929,576.4286
25.8125,51,15.17,6.03227,37.16339,1008,50,39.95929,576.4286
25.8125,51,14.393,6.05497,28.47355,1034,50,39.95929,576.4286
25.75,51,15.234,6.24562,37540.38672,1088,50,39.95929,576.4286
25.8125,51,14.257,6.03681,28.81718,1040,50,39.95929,576.4286
25.8125,51,13.808,6.04135,30.72628,1022,50,39.95929,576.4286
25.8125,51,17.052,6.02319,35.39246,1007,50,39.95929,576.4286
25.8125,51,17.052,6.05497,24.00146,1030,50,39.95929,576.4286
25.8125,51,15.418,6.06404,124745.7031,1040,50,39.95929,576.4286
25.8125,51,13.52,6.08674,17925.86328,1018,50,39.95929,576.4286
25.8125,51,13.232,6.09582,18.3155,962,50,39.95929,576.4286
25.8125,51,16.804,6.1049,5610.73145,1057,50,39.95929,576.4286
25.8125,51,20.472,6.09582,2375.76123,1050,50,39.95929,576.4286
25.8125,51,16.612,6.09582,10.74563,1019,50,39.95929,576.4286
25.875,51,17.052,6.05043,24.09649,1043,50,39.95929,576.4286
25.8125,51,16.756,6.05043,27.03444,1046,50,39.95929,576.4286
25.8125,51,19.095,6.0822,14.24958,1040,50,39.95929,576.4286
25.8125,51,17.188,6.09582,14.30438,1020,50,39.95929,576.4286
25.8125,51,16.131,6.1049,13.29994,1008,50,39.95929,576.4286
25.8125,51,18.302,6.15937,10.82744,1008,50,39.95929,576.4286
25.8125,51,21.161,5.98233,76.92446,1047,50,39.95929,576.4286
25.8125,51,19.271,6.02773,45.26582,1040,50,39.95929,576.4286
25.875,51,26.231,5.36043,73.0209,2923,50,39.95929,576.4286
25.875,51,25.727,5.38313,0,1726,50,39.95929,576.4286
25.875,51,26.72,5.41944,0,1558,50,39.95929,576.4286
25.875,51,24.261,5.40582,0,1485,50,39.95929,576.4286
25.875,51,25.951,5.42398,0,1455,50,39.95929,576.4286
25.875,51,25.566,5.51023,0,1382,50,39.95929,576.4286
25.875,51,24.605,5.54201,0,1301,50,39.95929,576.4286
25.9375,51,22.835,5.57832,0,1266,50,39.95929,576.4286
25.875,51,22.242,5.76444,54093.90625,1201,50,39.95929,576.4286
25.875,51,22.859,5.88701,322.68423,1154,50,39.95929,576.4286
25.9375,51,20.777,5.92786,250.25774,1118,50,39.95929,576.4286
25.875,51,22.595,5.93694,167.88034,1106,50,39.95929,576.4286
25.875,51,21.225,5.9097,185.59753,1113,50,39.95929,576.4286
25.875,51,20.985,5.91424,191.96346,1103,50,39.95929,576.4286
25.875,51,21.425,5.9324,185.59753,1079,50,39.95929,576.4286
25.875,51,21.642,5.92786,181.19594,1072,50,39.95929,576.4286
25.9375,51,18.502,5.93694,151.32826,1067,50,39.95929,576.4286
25.875,51,19.968,5.92332,128.62762,1058,50,39.95929,576.4286
25.875,51,21.409,5.92786,82.13042,1078,50,39.95929,576.4286
25.875,51,17.268,5.95056,0,1118,50,39.95929,576.4286
25.9375,51,19.872,5.88701,0,1165,50,39.95929,576.4286
25.875,51,17.645,5.86431,188.2963,1086,50,39.95929,576.4286
25.9375,51,21.93,5.89608,0,1110,50,39.95929,576.4286
25.875,51,16.115,5.93694,146.45143,1059,50,39.95929,576.4286
25.9375,51,18.101,5.92332,137.21672,1051,50,39.95929,576.4286
25.9375,51,17.06,5.99595,51.07578,1038,50,39.95929,576.4286
25.875,51,18.566,5.95056,0,1076,50,39.95929,576.4286
25.875,51,18.83,6.01411,46.98813,1037,50,39.95929,576.4286
25.9375,51,15.931,6.04135,44315.86719,1088,50,39.95929,576.4286
25.9375,51,16.139,6.05043,17.54966,1040,50,39.95929,576.4286
25.9375,51,16.708,6.06404,21.16143,1037,50,39.95929,576.4286
25.9375,51,17.437,6.05043,32377.66211,1066,50,39.95929,576.4286
25.9375,51,16.379,6.0822,42082.59766,1074,50,39.95929,576.4286
25.875,51,19.575,5.89608,240.47609,1057,50,39.95929,576.4286
25.9375,51,18.942,5.89608,191.96346,1040,50,39.95929,576.4286
25.9375,51,18.702,5.92332,160.11728,1059,50,39.95929,576.4286
25.9375,51,16.884,5.9324,140.43802,1047,50,39.95929,576.4286
25.875,51,16.908,5.9324,174.39531,1034,50,39.95929,576.4286
25.875,51,19.191,5.98233,0,1078,50,39.95929,576.4286
25.875,51,17.701,5.95056,65.56876,1051,50,39.95929,576.4286
